,Unnamed: 0,position_lat(semicircles),position_long(semicircles),gps_accuracy(m),altitude(m),grade(%),distance(m),cadence(rpm),speed(m/s),left_right_balance,temperature(C),watts,acceleration,position_lat(degrees),position_long(degrees),distance_calc(m),gps_delta(m),weight_bike_rider_50,weight_bike_rider_60,weight_bike_rider_70,weight_bike_rider_80,weight_bike_rider_90,weight_bike_rider_100,weight_bike_rider_110,weight_bike_rider_120,speed_from_sensor(m/s),speed_from_gps(m/s),wind_resistance_sensor(N),wind_resistance_gps(N),accel_sensor(m2/s),accel_gps(m2/s)
12,19,613946204.5,-3546949.103,2,20.56410256,4.187435897,117.7553846,93.97435897,6.275820513,50.82051282,17,283.7948718,0.03125641,51.46037639,-0.297301839,122.9770777,6.297255476,50,60,70,80,90,100,110,120,6.016923077,6.199882513,13.10397833,13.38564513,0.138205128,0.127151894
13,20.5,613945241.1,-3546309.024,2,21.0047619,4.212619048,127.5285714,93.80952381,6.291738095,50.80952381,17,281.5952381,0.029452381,51.46029564,-0.297248189,132.6999342,6.32873499,50,60,70,80,90,100,110,120,6.114285714,6.238317238,13.48225856,13.5233568,0.18547619,0.115671767
14,22,613944265.3,-3545682,2,21.44,4.171111111,137.3564444,93.46666667,6.300222222,50.97777778,17,278.8,0.024622222,51.46021385,-0.297195632,142.505345,6.37162437,50,60,70,80,90,100,110,120,6.110222222,6.287234468,13.42567122,13.71479414,0.107333333,0.110732547
15,23.5,613942748.5,-3544901.063,2.041666667,22.15833333,4.182708333,147.0270833,91.54166667,6.162,50.9375,17,276.8333333,0.034672764,51.46008671,-0.297130175,157.4119714,8.901297998,50,60,70,80,90,100,110,120,5.895591972,6.156089806,12.81838237,13.31041186,0.16153415,0.155199058
16,25,613941060.7,-3544113.392,2.098039216,22.95294118,4.164509804,156.3205882,90.15686275,6.038294118,51.17647059,17,274.2352941,0.051829268,51.45994524,-0.297064153,173.8793238,8.66488898,50,60,70,80,90,100,110,120,5.766243424,6.081163624,12.3467318,13.00357492,0.143600769,0.141504493
17,26.5,613939479,-3543420.722,2.148148148,23.67407407,4.12037037,165.3294444,89.48148148,5.975314815,51.88888889,17,275.3888889,0.066709124,51.45981266,-0.297006094,189.2793906,8.438969107,50,60,70,80,90,100,110,120,5.750341012,5.998784047,12.23630996,12.67735894,0.204326652,0.139171111
18,28,613937981.3,-3542794.193,2.192982456,24.34385965,4.048421053,174.2868421,89.59649123,5.958824561,51.89473684,17,275.6842105,0.073899872,51.45968713,-0.296953579,203.8284649,8.259432391,50,60,70,80,90,100,110,120,5.74453359,5.947678125,12.16133821,12.45889396,0.193572618,0.138986067
19,29.5,613936551.4,-3542226.933,2.233333333,24.97333333,3.975833333,183.274,89.51666667,5.971116667,51.81666667,17,275.3,0.078421545,51.45956727,-0.296906032,217.6879786,8.113635883,50,60,70,80,90,100,110,120,5.771473577,5.917469329,12.22012607,12.32299554,0.18772732,0.14959636
20,31,613935165.1,-3541723.048,2.26984127,25.55873016,3.892698413,192.3668254,89.80952381,6.004222222,51.85714286,17,274.4444444,0.082766551,51.45945108,-0.296863796,231.0915883,8.02704088,50,60,70,80,90,100,110,120,5.830292296,5.935453686,12.42903387,12.37467842,0.186406971,0.15323973
21,32.5,613933788.4,-3541283.258,2.303030303,26.1,3.797424242,201.620303,89.87878788,6.065106061,51.83333333,17,273.7727273,0.089989283,51.45933568,-0.296826934,244.3703275,8.065406469,50,60,70,80,90,100,110,120,5.909672949,6.068891421,12.75295766,13.01988522,0.199297564,0.18131979
22,34,613932411.7,-3540925.696,2.333333333,26.62608696,3.728985507,211.083913,90.27536232,6.142768116,51.88405797,17,268.2173913,0.091583952,51.45922028,-0.296796963,257.649692,8.088985515,50,60,70,80,90,100,110,120,5.989832096,6.179275469,13.08348438,13.54184126,0.190487525,0.16125582
23,35.5,613931043,-3540557.486,2.361111111,27.11388889,3.656527778,220.7520833,90.31944444,6.213125,52.54166667,17,267.9444444,0.087406843,51.45910557,-0.2967661,270.8679941,8.099240837,50,60,70,80,90,100,110,120,6.063311314,6.269102042,13.38777586,13.95446165,0.173522767,0.151824487
24,37,613929691.2,-3540177.587,2.346666667,27.56533333,3.5292,230.5970667,90.56,6.289453333,52.74666667,17,267.2133333,0.087750569,51.45899225,-0.296734257,283.9719034,8.090295144,50,60,70,80,90,100,110,120,6.158912195,6.333361901,13.83561005,14.23697225,0.197115189,0.152887682
25,38.5,613928342.4,-3539898.308,2.333333333,27.98974359,3.393461538,240.6526923,90.75641026,6.376166667,52.87179487,17,266.9871795,0.092157598,51.4588792,-0.296710849,297.1048581,8.134871375,50,60,70,80,90,100,110,120,6.222159162,6.445512488,14.09667244,14.79953151,0.152482554,0.15241011
26,40,613927001.8,-3539731.309,2.320987654,28.38518519,3.267777778,251.0279012,91.01234568,6.472,52.88888889,17,267.3580247,0.092336947,51.45876684,-0.296696851,310.2718663,8.172212761,50,60,70,80,90,100,110,120,6.366523637,6.545422721,14.87808368,15.29635058,0.164859743,0.152464668
27,41.5,613925666.7,-3539665.381,2.30952381,28.75952381,3.151190476,261.6504762,91.30952381,6.574095238,52.82142857,17,267.7738095,0.093158246,51.45865493,-0.296691325,323.4870481,8.207422179,50,60,70,80,90,100,110,120,6.474623984,6.638731783,15.41543122,15.76061627,0.163971895,0.143903311
28,43,613924337.1,-3539691.333,2.298850575,29.12183908,3.070344828,272.4372414,91.55172414,6.669655172,52.7816092,17,268.6781609,0.088095318,51.45854348,-0.2966935,336.7445967,8.242305339,50,60,70,80,90,100,110,120,6.530211662,6.727707716,15.64647579,16.20566526,0.142685508,0.136781819
29,44.5,613923024.6,-3539810.9,2.288888889,29.47777778,3.012666667,283.5016667,91.57777778,6.750244444,52.62222222,17,269.3222222,0.082636585,51.45843347,-0.296703522,349.9869533,8.265492197,50,60,70,80,90,100,110,120,6.67153794,6.801381162,16.45476913,16.59101008,0.172262658,0.154964786
30,46,613921733.4,-3540037.86,2.279569892,29.83010753,2.977741935,294.8010753,91.59139785,6.823655914,52.56989247,17,269.2580645,0.078314975,51.45832524,-0.296722546,363.2680585,8.287402555,50,60,70,80,90,100,110,120,6.7569722,6.870520908,16.87791458,16.9263335,0.144985368,0.127756024
31,47.5,613920466.6,-3540366.542,2.28125,30.17916667,2.955416667,306.2089583,91.52083333,6.890822917,52.53125,17,269.5520833,0.076732215,51.45821906,-0.296750095,376.5727589,8.314663305,50,60,70,80,90,100,110,120,6.816962652,6.94205921,17.14388001,17.28169787,0.139308742,0.124863287
32,49,613919221.3,-3540785.899,2.303030303,30.52121212,2.927373737,317.7569697,91.52525253,6.955686869,52.46464646,17,269.4242424,0.074598916,51.45811468,-0.296785246,389.8953899,8.334251487,50,60,70,80,90,100,110,120,6.890590047,7.003241455,17.50664618,17.57876521,0.13064282,0.118170592
33,50.5,613917994.8,-3541283.441,2.323529412,30.85490196,2.881862745,329.3905882,91.50980392,7.013176471,52.39215686,17,269.3823529,0.071081301,51.45801188,-0.296826949,403.2183383,8.350924,50,60,70,80,90,100,110,120,6.94469034,7.059061321,17.76115009,17.84762592,0.130721953,0.115176265
34,52,613916784.2,-3541848.876,2.342857143,31.1847619,2.850571429,341.1502857,91.47619048,7.062857143,52.2952381,17,267.8761905,0.066612311,51.45791041,-0.296874343,416.5348079,8.360361263,50,60,70,80,90,100,110,120,7.010746806,7.105408947,18.08892767,18.06413444,0.126034659,0.107649092
35,53.5,613915608.4,-3542489.88,2.342592593,31.51851852,2.838333333,352.9961111,91.39814815,7.104416667,52.30555556,17,264.8611111,0.064595303,51.45781185,-0.296928072,429.8121123,8.359524212,50,60,70,80,90,100,110,120,7.059707543,7.139431682,18.30813592,18.21255561,0.128089252,0.102427385
36,55,613914480.1,-3543212.928,2.333333333,31.84864865,2.834324324,364.9189189,91.31531532,7.135468468,52.13513514,17,261.1081081,0.058714348,51.45771727,-0.296988677,443.0665474,8.372154186,50,60,70,80,90,100,110,120,7.095210943,7.185037131,18.46597519,18.4396964,0.110483236,0.102559343
37,56.5,613913389.2,-3544010.553,2.324561404,32.17017544,2.801754386,376.8629825,90.88596491,7.168508772,51.8245614,17,256.2894737,0.060055199,51.45762584,-0.297055533,456.3097391,8.374627035,50,60,70,80,90,100,110,120,7.133758023,7.218749902,18.63030892,18.59068869,0.116172274,0.097745956
38,58,613912312.3,-3544830.043,2.316239316,32.48205128,2.762991453,388.8765812,89.05128205,7.195418803,51.5042735,17,249.8888889,0.056087972,51.45753558,-0.297124222,469.4598995,8.341404821,50,60,70,80,90,100,110,120,7.168618928,7.215165563,18.79499038,18.5489343,0.094988369,0.0823605
39,59.5,613911233.1,-3545582.283,2.308333333,32.78333333,2.720583333,400.8739167,87.125,7.213658333,51.16666667,17,247.5166667,0.052077439,51.45744511,-0.297187274,482.5119794,8.33027407,50,60,70,80,90,100,110,120,7.187820122,7.232190793,18.87726875,18.61135901,0.09511366,0.091784679
40,61,613910145.6,-3546252.504,2.300813008,33.07154472,2.671138211,412.8956911,86.99186992,7.234463415,50.84552846,17,248.4796748,0.051896688,51.45735397,-0.297243451,495.5526589,8.341206975,50,60,70,80,90,100,110,120,7.221369225,7.269906217,19.02001562,18.79131001,0.107753164,0.094359242
41,62.5,613909049.4,-3546843.992,2.293650794,33.35238095,2.607619048,424.9389683,86.98412698,7.259880952,50.75396825,17,248.7539683,0.052684863,51.45726208,-0.297293029,508.5987798,8.350319826,50,60,70,80,90,100,110,120,7.239035037,7.304526229,19.07898165,18.95506807,0.094314597,0.090849035
42,64,613907948.1,-3547369.031,2.286821705,33.63100775,2.569844961,437.0129457,86.52713178,7.282899225,50.51937984,17,247.875969,0.051250331,51.45716977,-0.297337037,521.6085611,8.340107957,50,60,70,80,90,100,110,120,7.265724144,7.318635141,19.20221475,19.00542406,0.089485575,0.083788667
43,65.5,613906836,-3547834.705,2.28030303,33.90606061,2.554621212,449.0896212,86.36363636,7.303280303,50.5,17,247.7954545,0.050615854,51.45707655,-0.29737607,534.6299207,8.358253717,50,60,70,80,90,100,110,120,7.293472838,7.359996192,19.31784183,19.21594288,0.099345752,0.08775226
44,67,613905713.6,-3548244.756,2.274074074,34.16888889,2.521555556,461.2140741,86.62222222,7.334740741,50.46666667,17,248.2222222,0.054305872,51.45698248,-0.29741044,547.66459,8.371163531,50,60,70,80,90,100,110,120,7.337025294,7.395089507,19.53694002,19.38780402,0.113212142,0.086786597
45,68.5,613904580.1,-3548596.659,2.289855072,34.40869565,2.455652174,473.4131884,86.9057971,7.379797101,50.54347826,17,247.7753623,0.057806469,51.45688747,-0.297439936,560.7391247,8.395704514,50,60,70,80,90,100,110,120,7.378176918,7.440849491,19.74367524,19.62806067,0.110823472,0.089119858
46,70,613903434.8,-3548890.085,2.304964539,34.62269504,2.352907801,485.7048936,87.17021277,7.430446809,50.56028369,17,247.5390071,0.05814392,51.45679147,-0.297464531,573.8708907,8.425512164,50,60,70,80,90,100,110,120,7.438002941,7.490973206,20.10045945,19.89986258,0.126621555,0.092502873
47,71.5,613902277.5,-3549117.84,2.319444444,34.80972222,2.238958333,498.1497222,87.3125,7.487041667,50.5,17,247.6944444,0.059890921,51.45669447,-0.297483621,587.0935956,8.464415441,50,60,70,80,90,100,110,120,7.487419546,7.549346044,20.36138153,20.22976581,0.095094717,0.0907934
48,73,613901108.5,-3549273.782,2.333333333,34.97142857,2.135102041,510.7202721,87.51020408,7.545809524,50.58503401,17,247.5986395,0.060219678,51.45659649,-0.297496692,600.4364629,8.522024136,50,60,70,80,90,100,110,120,7.549240916,7.625629625,20.72135928,20.69742972,0.090296865,0.100557466
49,74.5,613899935.1,-3549351.04,2.346666667,35.11066667,2.0384,523.4337333,87.58666667,7.605846667,50.6,17,247.6066667,0.058588618,51.45649813,-0.297503167,613.8828864,8.557147052,50,60,70,80,90,100,110,120,7.618389431,7.67868043,21.13430794,21.00677532,0.094357595,0.097969137
50,76,613898758.5,-3549365.556,2.359477124,35.25751634,1.985686275,536.2704575,87.45098039,7.653052288,50.56862745,17,247.7843137,0.053465965,51.45639951,-0.297504384,627.3779594,8.570324948,50,60,70,80,90,100,110,120,7.676133429,7.709083162,21.45790329,21.15823056,0.098585877,0.077793488
51,77.5,613897581.3,-3549333.436,2.371794872,35.41538462,1.988717949,549.1778205,87.28205128,7.684987179,50.52564103,17,247.8269231,0.047360851,51.45630084,-0.297501692,640.8585648,8.56834464,50,60,70,80,90,100,110,120,7.704669325,7.723665196,21.59377176,21.21661976,0.085023328,0.070710564
52,79,613896406.3,-3549260.069,2.383647799,35.57861635,2.00509434,562.077673,87.28930818,7.701427673,50.5408805,17,247.8805031,0.041165363,51.45620235,-0.297495542,654.2947757,8.559890866,50,60,70,80,90,100,110,120,7.734644117,7.731148771,21.77501099,21.2363467,0.110022888,0.067142161
53,80.5,613895236.6,-3549148.395,2.388888889,35.74691358,2.006296296,574.9842593,87.19135802,7.703493827,50.57407407,17,247.9506173,0.037551189,51.4561043,-0.297486182,667.6619892,8.540432754,50,60,70,80,90,100,110,120,7.730792683,7.727037735,21.72568456,21.19542535,0.075269378,0.062535242
54,82,613894077,-3549004.309,2.381818182,35.92727273,2.021939394,587.8225455,86.97575758,7.697878788,50.56363636,17,245.4909091,0.033947228,51.45600711,-0.297474105,680.9121875,8.495240464,50,60,70,80,90,100,110,120,7.713141907,7.696634444,21.63004738,21.04103377,0.05456751,0.045449107
55,83.5,613892945.1,-3548848.631,2.375,36.12380952,2.08202381,600.5090476,85.85119048,7.681380952,50.61309524,17,241.2857143,0.02937079,51.45591224,-0.297461056,693.8494008,8.374007667,50,60,70,80,90,100,110,120,7.665704849,7.589662469,21.49104751,20.68362165,0.030735948,0.02534567
56,85,613891842.1,-3548684.187,2.368421053,36.3251462,2.149181287,612.9853801,84.34502924,7.604637427,50.7251462,17,237.0526316,0.006270717,51.45581978,-0.297447272,706.4650669,8.287339221,50,60,70,80,90,100,110,120,7.604435173,7.516754465,21.23381072,20.39788828,0.040021282,0.040842147
57,86.5,613890754.3,-3548504.943,2.362068966,36.52413793,2.17683908,625.1963218,83.40804598,7.535126437,50.39655172,17,236.6436782,0.015679843,51.45572861,-0.297432248,718.8883581,8.233412042,50,60,70,80,90,100,110,120,7.537921923,7.476113231,20.95484815,20.20266312,0.053296777,0.0498632
58,88,613889673.8,-3548304.949,2.355932203,36.71864407,2.180621469,637.2612429,83.02824859,7.503909605,50.39548023,17,236.8870056,0.026165495,51.45563803,-0.297415485,731.2086631,8.20721199,50,60,70,80,90,100,110,120,7.50665771,7.462748752,20.78852988,20.11625754,0.062336945,0.055348507
59,89.5,613888597.2,-3548081.9,2.35,36.91111111,2.164944444,649.2584444,82.81666667,7.494144444,50.40555556,17,236.4888889,0.030712737,51.45554779,-0.297396789,743.4646469,8.186978372,50,60,70,80,90,100,110,120,7.500991192,7.454922855,20.73308394,20.05595898,0.063520218,0.055709889
60,91,613887531.3,-3547822.656,2.344262295,37.10491803,2.16147541,661.1985246,82.90163934,7.485945355,50.46448087,17,235.9945355,0.029356791,51.45545845,-0.29737506,755.6627173,8.166242903,50,60,70,80,90,100,110,120,7.485565107,7.446188295,20.6315729,19.99210201,0.0604024,0.053177516
61,92.5,613886481.1,-3547524.79,2.338709677,37.29784946,2.158333333,673.1073118,82.8655914,7.477688172,50.49462366,17,235.2634409,0.028517703,51.45537043,-0.297350093,767.791086,8.141154077,50,60,70,80,90,100,110,120,7.48660438,7.432713253,20.61292076,19.90736774,0.059535695,0.051173827
62,94,613885450,-3547191.18,2.333333333,37.49206349,2.147037037,684.9684656,82.77248677,7.464402116,50.51851852,17,233.8095238,0.025615305,51.455284,-0.29732213,779.8288956,8.10464313,50,60,70,80,90,100,110,120,7.474065686,7.407447399,20.52714979,19.77445896,0.058379043,0.044218552
63,95.5,613884433.5,-3546830.516,2.328125,37.69270833,2.162916667,696.7580208,82.60416667,7.44803125,50.56770833,17,233.4479167,0.025090066,51.4551988,-0.297291899,791.7730848,8.071247615,50,60,70,80,90,100,110,120,7.45712716,7.384945567,20.4216599,19.65674739,0.057102288,0.04348073
64,97,613883418.7,-3546472.897,2.323076923,37.8974359,2.192769231,708.4754359,82.48717949,7.435348718,50.52307692,17,233.4769231,0.02631945,51.45511374,-0.297261924,803.6351414,8.052182918,50,60,70,80,90,100,110,120,7.441530331,7.376439363,20.32849188,19.59906055,0.056531483,0.054663435
65,98.5,613882399.5,-3546114.475,2.318181818,38.10505051,2.208686869,720.1734343,82.42929293,7.426707071,50.45454545,17,233.1969697,0.026567135,51.45502831,-0.297231882,815.4731354,8.04042095,50,60,70,80,90,100,110,120,7.44736573,7.374915934,20.33534641,19.57300604,0.063907269,0.049849284
66,100,613881379.7,-3545749.244,2.313432836,38.31542289,2.207512438,731.8448259,82.36318408,7.417825871,50.37810945,17,232.880597,0.025837277,51.45494284,-0.297201268,827.264221,8.019730244,50,60,70,80,90,100,110,120,7.434967237,7.364158139,20.25272309,19.50394357,0.054893727,0.046000279
67,101.5,613880360.7,-3545379,2.308823529,38.52843137,2.215098039,743.4809804,82.30882353,7.410137255,50.32843137,17,232.7941176,0.025810258,51.45485743,-0.297170235,838.9956267,7.997912171,50,60,70,80,90,100,110,120,7.429109876,7.351980832,20.20246171,19.42899987,0.054429604,0.046258877
68,103,613879342.3,-3545003.246,2.31884058,38.7410628,2.224202899,755.0665217,82.30434783,7.406512077,50.30917874,17,232.884058,0.027320255,51.45477206,-0.29713874,850.6734738,7.978891054,50,60,70,80,90,100,110,120,7.422697655,7.342321039,20.15266518,19.36661057,0.062819513,0.046247845
69,104.5,613878322.4,-3544623.638,2.323809524,38.95428571,2.227238095,766.6344286,82.32380952,7.404657143,50.36666667,17,232.7666667,0.026882346,51.45468658,-0.297106921,862.3143965,7.976069684,50,60,70,80,90,100,110,120,7.419135308,7.348593526,20.11552881,19.41597551,0.054874472,0.068291114
70,106,613877293.9,-3544239.854,2.319248826,39.16901408,2.224835681,778.2164789,82.36150235,7.404225352,50.39906103,17,232.5258216,0.026991984,51.45460036,-0.297074753,873.9867058,7.97627668,50,60,70,80,90,100,110,120,7.430649834,7.357638214,20.15910158,19.44586352,0.061049949,0.050145142
71,107.5,613876259.3,-3543857.269,2.314814815,39.38611111,2.220555556,789.7868981,82.39351852,7.403527778,50.41666667,17,232.5787037,0.026593948,51.45451365,-0.297042685,885.6624181,7.974102542,50,60,70,80,90,100,110,120,7.430594512,7.364056278,20.1407329,19.46221094,0.056637219,0.049025344
72,109,613875219.6,-3543480.233,2.310502283,39.60365297,2.228858447,801.3477169,82.33789954,7.40390411,50.42465753,17,232.6849315,0.026572113,51.4544265,-0.297011082,897.3311947,7.967625462,50,60,70,80,90,100,110,120,7.428714222,7.365935995,20.11083471,19.45559736,0.05376091,0.046881826
73,110.5,613874175.4,-3543110.468,2.306306306,39.82342342,2.240540541,812.8975225,82.27927928,7.405022523,50.43243243,17,232.6306306,0.026447264,51.45433898,-0.296980089,908.9891338,7.962351066,50,60,70,80,90,100,110,120,7.432515381,7.368792538,20.1110817,19.45436864,0.058980357,0.047119319
74,112,613873126.2,-3542747.707,2.302222222,40.04533333,2.239866667,824.4395111,82.22222222,7.406902222,50.45333333,17,232.4844444,0.026365745,51.45425104,-0.296949682,920.6423176,7.958672323,50,60,70,80,90,100,110,120,7.430659621,7.373027909,20.08347508,19.4607025,0.052727285,0.046720281
75,113.5,613872071.8,-3542393.123,2.298245614,40.27105263,2.245877193,836.0037719,82.18421053,7.409807018,50.46491228,17,232.3333333,0.026553915,51.45416266,-0.296919962,932.2954664,7.954643298,50,60,70,80,90,100,110,120,7.443150941,7.376704731,20.13454366,19.46525548,0.051770347,0.043500402
76,115,613871012.5,-3542045.338,2.294372294,40.4961039,2.257965368,847.5770996,82.16450216,7.414549784,50.44588745,17,232.1168831,0.02659867,51.45407387,-0.29689081,943.947032,7.959566813,50,60,70,80,90,100,110,120,7.452114349,7.389133942,20.16337936,19.53911362,0.056595841,0.047858037
77,116.5,613869944.3,-3541702.252,2.290598291,40.71538462,2.244358974,859.1508547,82.16666667,7.421401709,50.42735043,17,232.2820513,0.027449969,51.45398433,-0.296862053,955.6371553,7.967685021,50,60,70,80,90,100,110,120,7.45537784,7.404565392,20.16473012,19.60788143,0.055912988,0.049431172
78,118,613868867.4,-3541361.966,2.286919831,40.92911392,2.216582278,870.7496203,82.11392405,7.432481013,50.38396624,17,232.5780591,0.028528661,51.45389407,-0.296833531,967.3657427,7.978900675,50,60,70,80,90,100,110,120,7.467292889,7.422909142,20.21045267,19.69433392,0.055163035,0.048915914
79,119.5,613867782.6,-3541023.138,2.283333333,41.1375,2.188875,882.3732083,82.075,7.446554167,50.35,17,232.7333333,0.029192886,51.45380314,-0.296805131,979.1284483,7.987331356,50,60,70,80,90,100,110,120,7.478160061,7.438289718,20.25089003,19.76385111,0.05343183,0.047376588
80,121,613866691.5,-3540680.971,2.279835391,41.34403292,2.165020576,894.0383539,82.04938272,7.46081893,50.33333333,17,232.9218107,0.028663756,51.45371168,-0.296776451,990.9168769,7.99432501,50,60,70,80,90,100,110,120,7.507277426,7.452061663,20.41762694,19.82459251,0.070426499,0.047784788
81,122.5,613865594.4,-3540330.874,2.276422764,41.5495935,2.152357724,905.7282114,82,7.47399187,50.32113821,17,233.1666667,0.028119076,51.45361973,-0.296747106,1002.736339,8.002221878,50,60,70,80,90,100,110,120,7.512229328,7.466571499,20.47661386,19.89029601,0.052575769,0.045787294
82,124,613864492.2,-3539971.799,2.273092369,41.75502008,2.145261044,917.4700402,81.95983936,7.486385542,50.31726908,17,233.3413655,0.027467039,51.45352734,-0.296717009,1014.581737,8.011394338,50,60,70,80,90,100,110,120,7.529592027,7.482197578,20.55619981,19.96289918,0.052665218,0.047883863
83,125.5,613863383.8,-3539604.813,2.26984127,41.96507937,2.14484127,929.2432143,81.92460317,7.499809524,50.32539683,17,233.1746032,0.028009098,51.45343443,-0.296686248,1026.462671,8.021738319,50,60,70,80,90,100,110,120,7.544001645,7.498841521,20.61870874,20.0418854,0.054538251,0.046922393
84,127,613862268.7,-3539230.773,2.266666667,42.17411765,2.14545098,941.0612549,81.9254902,7.516015686,50.32941176,17,233.0784314,0.028616834,51.45334097,-0.296654896,1038.382163,8.034366125,50,60,70,80,90,100,110,120,7.565640842,7.517621053,20.72678098,20.13430884,0.057739762,0.047089932
85,128.5,613861146.3,-3538849.043,2.263565891,42.37906977,2.127209302,952.9176357,81.92635659,7.533209302,50.28294574,17,232.9612403,0.028714313,51.45324689,-0.2966229,1050.348467,8.050430066,50,60,70,80,90,100,110,120,7.585846568,7.539693659,20.83716868,20.24793467,0.059045113,0.048041888
86,130,613860015.9,-3538457.87,2.260536398,42.57701149,2.101264368,964.8397701,81.87356322,7.554716475,50.22222222,17,232.9348659,0.030437903,51.45315214,-0.296590112,1062.372533,8.070025311,50,60,70,80,90,100,110,120,7.605128025,7.565159437,20.9324112,20.38413022,0.052964135,0.048617087
87,131.5,613858877.6,-3538053.326,2.257575758,42.76742424,2.067537879,976.8206818,81.82954545,7.579844697,50.17424242,17,232.6212121,0.031076866,51.45305673,-0.296556204,1074.462224,8.091961871,50,60,70,80,90,100,110,120,7.631206116,7.592833109,21.07075782,20.53578727,0.053233482,0.048485266
88,133,613857731.3,-3537634.951,2.254681648,42.95131086,2.034681648,988.8689513,81.83146067,7.607464419,50.17602996,16.99250936,232.3670412,0.031514205,51.45296065,-0.296521136,1086.620336,8.114833656,50,60,70,80,90,100,110,120,7.656098931,7.621313082,21.20685415,20.69370119,0.052897525,0.048489151
89,134.5,613856578.1,-3537202.889,2.251851852,43.1237037,2.000333333,1000.964815,81.7962963,7.633592593,50.18518519,16.98148148,231.8666667,0.031149232,51.45286399,-0.296484921,1098.838065,8.140729229,50,60,70,80,90,100,110,120,7.684179313,7.652692217,21.36785279,20.89052461,0.060420886,0.060460687
