,time,timer_time,moving,distance,gap_distance,watts,watts_calc,cadence,velocity_smooth,pace,gap,lat,lng,temp,altitude,altitude_smooth,grade_smooth,distance_calc(m),gps_delta(m),weight_bike_rider_50,weight_bike_rider_60,weight_bike_rider_70,weight_bike_rider_80,weight_bike_rider_90,weight_bike_rider_100,weight_bike_rider_110,weight_bike_rider_120,speed_from_sensor(m/s),speed_from_gps(m/s),wind_resistance_sensor(N),wind_resistance_gps(N),accel_sensor(m2/s),accel_gps(m2/s)
324,324,324,   true,2462.2,2638.5,   216,126,90,10.9,0.09149130832570893,0.09242144177449144,51.359155,-2.3579,20,163.2,164.61290322580632,-0.5,2455.2663567590457,10.831473276183463,50,60,70,80,90,100,110,120,10.899999999999636,10.83147327618326,40.067233710897334,39.565023541394226,-4.547473508864641e-13,-0.04556937416236906
325,325,325,   true,2473.3,2649.5,   222,291,89,10.9,0.09165902841429888,0.0922509225092254,51.359173999999996,-2.357744,20,163.2,164.5806451612902,-0.5,2466.3022020960398,11.035845336993967,50,60,70,80,90,100,110,120,11.100000000000364,11.035845336994043,41.55108042690273,41.07216293089276,0.2000000000007276,0.2043720608107833
326,326,326,   true,2484.2,2660.4,   187,249,89,10.9,0.09174311926605504,0.09225092250922502,51.359193,-2.35759,20,163.2,164.54838709677406,-0.5,2477.201775643375,10.899573547335423,50,60,70,80,90,100,110,120,10.899999999999636,10.899573547335422,40.067233710897334,40.06409858350076,-0.2000000000007276,-0.13627178965862186
327,327,327,   true,2494.9,2671.0,   193,236,89,10.9,0.0918273645546372,0.09216589861751152,51.359215,-2.357441,20,163.2,164.50322580645147,-0.5,2487.832742338065,10.630966694689926,50,60,70,80,90,100,110,120,10.700000000000273,10.63096669468996,38.61036602610197,38.11376733689734,-0.19999999999936335,-0.2686068526454619
328,328,328,   true,2505.9,2682.0,   232,154,90,10.9,0.09199632014719426,0.09242144177449144,51.359242,-2.3572889999999997,20,163.0,164.45161290322562,-0.5,2498.805437481069,10.97269514300383,50,60,70,80,90,100,110,120,11.0,10.972695143003875,40.80578469,40.60345500754504,0.29999999999972715,0.3417284483139156
329,329,329,   true,2516.9,2692.9,   159,270,90,10.9,0.09199632014719387,0.09242144177449182,51.359271,-2.357138,20,163.0,164.39999999999984,-0.5,2509.774663390277,10.96922590920807,50,60,70,80,90,100,110,120,11.0,10.969225909208035,40.80578469,40.57778390154654,0.0,-0.0034692337958404096
330,330,330,   true,2527.7,2703.7,   181,243,89,10.9,0.0925069380203516,0.09285051067780888,51.359302,-2.356991,20,163.0,164.3419354838708,-0.5,2520.547813632851,10.77315024257383,50,60,70,80,90,100,110,120,10.799999999999727,10.773150242574047,39.33542748959802,39.1400878878969,-0.20000000000027285,-0.19607566663398757
331,331,331,   true,2538.6,2714.5,   197,270,88,10.9,0.09276437847866403,0.0931966449207831,51.359336,-2.3568439999999997,20,163.0,164.28387096774176,-0.5,2531.432282342813,10.88446870996189,50,60,70,80,90,100,110,120,10.900000000000091,10.884468709961766,40.06723371090067,39.95313233905494,0.1000000000003638,0.11131846738771856
332,332,332,   true,2549.3,2725.2,   184,99,88,10.9,0.09302325581395347,0.0933706816059758,51.35937,-2.3566990000000003,20,162.8,164.2193548387095,-0.5,2542.1866304580517,10.754348115238601,50,60,70,80,90,100,110,120,10.700000000000273,10.754348115238827,38.61036602610197,39.00358654696565,-0.1999999999998181,-0.13012059472293913
333,333,333,   true,2560.0,2735.8,   159,250,87,10.8,0.09372071227741346,0.09407337723424254,51.359404,-2.3565560000000003,20,162.8,164.1419354838708,-0.5,2552.8110798309203,10.624449372868503,50,60,70,80,90,100,110,120,10.699999999999818,10.62444937286864,38.61036602609869,38.067050315974406,-4.547473508864641e-13,-0.1298987423701874
334,334,334,   true,2570.9,2746.7,   202,277,87,10.8,0.09433962264150944,0.09460737937559144,51.359438,-2.35641,20,162.8,164.06451612903209,0.0,2563.630443385593,10.819363554672599,50,60,70,80,90,100,110,120,10.900000000000091,10.819363554672691,40.06723371090067,39.476604621346816,0.20000000000027285,0.19491418180405162
335,335,335,   true,2581.4,2757.2,   202,209,85,10.7,0.0947867298578199,0.09505703422053206,51.359472,-2.356268,20,162.8,163.9870967741934,-0.5,2574.190018888738,10.559575503145036,50,60,70,80,90,100,110,120,10.5,10.55957550314497,37.18047737250001,37.60358776740487,-0.40000000000009095,-0.2597880515277211
336,336,336,   true,2592.0,2767.7,   198,251,86,10.7,0.09541984732824413,0.09560229445506703,51.359504,-2.3561259999999997,20,162.8,163.90967741935472,-0.5,2584.672022780865,10.482003892127121,50,60,70,80,90,100,110,120,10.599999999999909,10.482003892127068,37.89204932039935,37.053138231935975,0.09999999999990905,-0.07757161101790189
337,337,337,   true,2602.4,2778.1,   197,80,85,10.6,0.09560229445506703,0.09578544061302674,51.359536999999996,-2.355986,19,162.6,163.8258064516128,-0.5,2595.0622531921076,10.390230411242502,50,60,70,80,90,100,110,120,10.400000000000091,10.390230411242555,36.47565018240064,36.40715311965117,-0.1999999999998181,-0.09177348088451254
338,338,338,   true,2612.6,2788.3,   211,205,85,10.5,0.09578544061302674,0.09587727708533103,51.359567999999996,-2.3558470000000002,19,162.6,163.74193548387092,-0.5,2605.310621798209,10.248368606101195,50,60,70,80,90,100,110,120,10.199999999999818,10.248368606101394,35.08623007559875,35.419778275024896,-0.20000000000027285,-0.1418618051411613
339,339,339,   true,2622.9,2798.6,   216,232,85,10.4,0.0963391136801544,0.0964320154291222,51.359598999999996,-2.3557080000000004,19,162.6,163.65806451612897,0.0,2615.558984253264,10.248362455055096,50,60,70,80,90,100,110,120,10.300000000000182,10.24836245505503,35.77756775010126,35.419735757304984,0.1000000000003638,-6.151046363811474e-06
340,340,340,   true,2633.2,2808.9,   208,225,84,10.4,0.09671179883945834,0.09680542110358163,51.359625,-2.3555669999999997,19,162.6,163.57419354838706,0.0,2625.767057198975,10.208072945710919,50,60,70,80,90,100,110,120,10.299999999999727,10.208072945711137,35.77756775009811,35.141791119045614,-4.547473508864641e-13,-0.04028950934389286
341,341,341,   true,2643.4,2819.1,   211,212,84,10.3,0.09727626459143952,0.09727626459143952,51.35965,-2.355426,19,162.6,163.49032258064508,0.0,2635.9441916995393,10.177134500564161,50,60,70,80,90,100,110,120,10.200000000000273,10.17713450056408,35.08623007560188,34.92909969326026,-0.0999999999994543,-0.03093844514705779
342,342,342,   true,2653.9,2829.6,   190,258,84,10.3,0.09765624999999993,0.09765624999999993,51.35968,-2.355282,19,162.6,163.4064516129032,0.0,2646.484404713177,10.54021301363775,50,60,70,80,90,100,110,120,10.5,10.54021301363764,37.18047737250001,37.46581110459137,0.29999999999972715,0.3630785130735603
343,343,343,   true,2664.4,2840.1,   145,237,84,10.4,0.09813542688910687,0.09813542688910733,51.35971,-2.355139,19,162.6,163.32258064516128,0.0,2656.9587703206835,10.474365607506794,50,60,70,80,90,100,110,120,10.5,10.47436560750657,37.18047737250001,36.999156321809,0.0,-0.06584740613106987
344,344,344,   true,2674.7,2850.4,   162,211,83,10.4,0.09940357852882713,0.09940357852882713,51.359737,-2.3549990000000003,19,162.6,163.23870967741937,0.0,2667.1325060277745,10.173735707091277,50,60,70,80,90,100,110,120,10.299999999999727,10.173735707091055,35.77756775009811,34.90577348636,-0.20000000000027285,-0.3006299004155153
345,345,345,   true,2684.8,2860.5,   158,199,82,10.3,0.10156971375807966,0.10147601476014753,51.359763,-2.35486,19,162.6,163.16774193548392,0.0,2677.207446573383,10.074940545608582,50,60,70,80,90,100,110,120,10.100000000000364,10.07494054560857,34.40163715890248,34.23113878631196,-0.19999999999936335,-0.09879516148248513
346,346,346,   true,2694.8,2870.5,     0,201,0,10.3,0.10556621880998053,0.1051625239005737,51.359790000000004,-2.354723,19,162.6,163.0967741935484,0.0,2687.1823375465938,9.97489097321071,50,60,70,80,90,100,110,120,10.0,9.974890973210677,33.723789000000004,33.554647311800466,-0.1000000000003638,-0.10004957239789292
347,347,347,   true,2704.8,2880.5,     0,208,0,10.2,0.1154956689124157,0.1147227533460804,51.359817,-2.3545849999999997,19,162.6,163.03225806451616,0.0,2697.223458480756,10.041120934162436,50,60,70,80,90,100,110,120,10.0,10.041120934162336,33.723789000000004,34.00170998751363,0.0,0.06622996095165945
348,348,348,   true,2714.5,2890.2,     0,170,0,10.0,0.11904761904761925,0.11796733212341168,51.359842,-2.354452,19,162.6,162.9677419354839,0.0,2706.867405386001,9.643946905244706,50,60,70,80,90,100,110,120,9.699999999999818,9.643946905244775,31.730713070098812,31.365050042874305,-0.3000000000001819,-0.3971740289175614
349,349,349,   true,2723.5,2899.2,     0,107,0,9.8,0.12428298279158713,0.1228733459357276,51.359866,-2.354329,19,162.6,162.91612903225808,0.6,2715.8149255426297,8.947520156628647,50,60,70,80,90,100,110,120,9.0,8.947520156628798,27.316269090000002,26.998630438696917,-0.6999999999998181,-0.696426748615977
350,350,350,   true,2731.2,2907.0,     0,13,0,9.3,0.12909632571996052,0.12707722385141718,51.359885,-2.354223,19,162.6,162.87096774193554,0.7,2723.4720627125807,7.657137169951167,50,60,70,80,90,100,110,120,7.699999999999818,7.657137169951056,19.994834498099056,19.772847535415057,-1.300000000000182,-1.2903829866777414
351,351,351,   true,2737.4,2913.5,     0,92,0,8.5,0.13409961685823746,0.13035381750465538,51.3599,-2.3541369999999997,19,162.8,162.84516129032264,1.7,2729.6718784744635,6.199815761882734,50,60,70,80,90,100,110,120,6.200000000000273,6.199815761882746,12.963424491601142,12.962654065330486,-1.4999999999995453,-1.4573214080683101
352,352,352,   true,2742.5,2918.8,     0,0,0,7.5,0.13793103448275862,0.13320647002854435,51.35991,-2.354066,19,162.8,162.82580645161298,1.9,2734.725473855247,5.053595380783513,50,60,70,80,90,100,110,120,5.099999999999909,5.053595380783463,8.771557518899687,8.612659885273805,-1.1000000000003638,-1.1462203810992833
353,353,353,   true,2747.3,2923.7,   175,149,42,6.6,0.13761467889908258,0.1356589147286824,51.35992,-2.353998,19,163.0,162.81290322580654,0.9,2739.576090469314,4.850616614066882,50,60,70,80,90,100,110,120,4.800000000000182,4.850616614066894,7.76996098560059,7.934695468327777,-0.29999999999972715,-0.20297876671656923
354,354,354,   true,2752.6,2929.3,   368,76,51,5.8,0.1403180542563148,0.13793103448275862,51.359936,-2.353927,19,163.0,162.8000000000001,1.8,2744.817047871787,5.240957402473355,50,60,70,80,90,100,110,120,5.299999999999727,5.240957402473214,9.473012330099026,9.263127100229473,0.49999999999954525,0.3903407884063199
355,355,355,   true,2758.5,2935.4,   403,95,58,5.5,0.14258555133079873,0.13972055888223514,51.359967,-2.353857,19,163.0,162.79354838709688,1.6,2750.775629676938,5.958581805150759,50,60,70,80,90,100,110,120,5.900000000000091,5.9585818051509705,11.739250950900365,11.973529144763821,0.6000000000003638,0.7176244026777567
356,356,356,   true,2765.1,2942.4,   293,256,61,5.5,0.14450867052023095,0.1381215469613255,51.360015000000004,-2.3538,19,163.2,162.79354838709688,2.3,2757.420219431418,6.644589754479842,50,60,70,80,90,100,110,120,6.599999999999909,6.644589754479966,14.690082488399598,14.88924608261187,0.6999999999998181,0.6860079493289959
357,357,357,   true,2772.2,2950.2,   232,256,57,5.9,0.14492753623188406,0.13930348258706468,51.360065000000006,-2.3537369999999997,19,163.4,162.8000000000001,2.9,2764.494468941938,7.074249510519872,50,60,70,80,90,100,110,120,7.099999999999909,7.074249510520076,17.000162034899567,16.87707227471048,0.5,0.42965975604010964
358,358,358,   true,2779.1,2957.8,   183,201,37,6.4,0.14326647564469874,0.13605442176870736,51.360101,-2.353652,19,163.6,162.81290322580656,3.5,2771.625753620195,7.131284678256942,50,60,70,80,90,100,110,120,6.900000000000091,7.131284678257089,16.055895942900428,17.150307480272343,-0.1999999999998181,0.05703516773701267
359,359,359,   true,2786.3,2965.6,   314,245,63,6.7,0.13645224171539974,0.1310861423220977,51.360109,-2.353548,19,163.8,162.83870967741947,2.7,2778.901344735835,7.275591115640254,50,60,70,80,90,100,110,120,7.200000000000273,7.275591115640054,17.482412217601325,17.85142671267007,0.3000000000001819,0.14430643738296567
360,360,360,   true,2793.8,2973.7,   345,391,66,7.1,0.1304753028890963,0.12757605495583896,51.360099,-2.353441,19,164.2,162.87741935483882,2.6,2786.4134001586363,7.512055422800901,50,60,70,80,90,100,110,120,7.5,7.5120554228010405,18.969631312500002,19.030663504595307,0.29999999999972715,0.2364643071609862
361,361,361,   true,2801.7,2982.0,   228,138,56,7.3,0.12745098039215688,0.12287334593572813,51.360076,-2.353334,19,164.2,162.91612903225814,1.9,2794.2705819795283,7.857181820892081,50,60,70,80,90,100,110,120,7.899999999999636,7.857181820892038,21.047016714898064,20.81948439011344,0.3999999999996362,0.3451263980909971
362,362,362,   true,2810.0,2990.4,   292,291,56,7.6,0.12310606060606072,0.11741682974559707,51.360054,-2.35322,19,164.4,162.96129032258077,0.6,2802.555322148037,8.28474016850835,50,60,70,80,90,100,110,120,8.300000000000182,8.284740168508506,23.23231824210102,23.146969962136193,0.4000000000005457,0.4275583476164684
363,363,363,   true,2818.3,2998.8,   292,126,72,7.8,0.11811023622047202,0.11527377521613792,51.360046000000004,-2.3531009999999997,19,164.4,163.01290322580653,0.6,2810.865575920838,8.310253772801337,50,60,70,80,90,100,110,120,8.300000000000182,8.310253772801389,23.23231824210102,23.28975584693114,0.0,0.02551360429288252
364,364,364,   true,2827.0,3007.5,   273,170,74,8.1,0.11494252873563207,0.11310084825636202,51.360056,-2.352976,19,164.4,163.0645161290323,0.6,2819.615618880383,8.7500429595447,50,60,70,80,90,100,110,120,8.699999999999818,8.750042959544771,25.525535894098933,25.820029486506478,0.3999999999996362,0.43978918674338274
365,365,365,   true,2835.9,3016.4,   239,165,75,8.4,0.1121495327102804,0.11100832562442192,51.360071000000005,-2.35285,19,164.4,163.1161290322581,0.0,2828.521729088023,8.906110207640152,50,60,70,80,90,100,110,120,8.900000000000091,8.906110207640268,26.712613266900547,26.749304422425116,0.20000000000027285,0.15606724809549632
366,366,366,   true,2845.1,3025.6,   232,323,77,8.7,0.10968921389396744,0.11,51.360089,-2.352721,19,164.6,163.17419354838714,0.0,2837.6994634061357,9.177734318112691,50,60,70,80,90,100,110,120,9.199999999999818,9.17773431811247,28.543815009598873,28.40581969779872,0.29999999999972715,0.27162411047220303
367,367,367,   true,2854.6,3035.1,   239,64,78,8.9,0.1083743842364532,0.10826771653543316,51.360114,-2.352592,19,164.4,163.22580645161293,0.0,2847.0777569465063,9.378293540370477,50,60,70,80,90,100,110,120,9.5,9.378293540370578,30.435719572500005,29.660878332785863,0.3000000000001819,0.20055922225810718
368,368,368,   true,2864.1,3044.6,   244,180,79,9.2,0.1064859632139398,0.1065891472868219,51.360141,-2.352461,19,164.4,163.2838709677419,-0.5,2856.656120861285,9.578363914778855,50,60,70,80,90,100,110,120,9.5,9.578363914778947,30.435719572500005,30.939908861889105,0.0,0.2000703744083694
369,369,369,   true,2873.8,3054.3,   269,205,80,9.4,0.10466222645099914,0.10486177311725488,51.360168,-2.352329,19,164.4,163.34193548387094,0.0,2866.300437999549,9.64431713826399,50,60,70,80,90,100,110,120,9.700000000000273,9.644317138263887,31.73071307010179,31.367458309984602,0.20000000000027285,0.06595322348493937
370,370,370,   true,2883.5,3063.9,   284,191,76,9.5,0.1030927835051548,0.10328638497652584,51.360196,-2.352198,19,164.4,163.39999999999995,-0.5,2875.914224743287,9.613786743737615,50,60,70,80,90,100,110,120,9.699999999999818,9.613786743737819,31.730713070098812,31.16917676012462,-4.547473508864641e-13,-0.03053039452606754
371,371,371,   true,2893.3,3073.7,   272,203,76,9.6,0.10147601476014753,0.101663585951941,51.360223,-2.352064,19,164.4,163.45806451612896,-0.5,2885.690592226688,9.77636748340072,50,60,70,80,90,100,110,120,9.800000000000182,9.776367483400918,32.3883269556012,32.23230761290695,0.1000000000003638,0.16258073966309894
372,372,372,   true,2903.2,3083.6,   268,72,77,9.7,0.0997008973080756,0.1,51.360248999999996,-2.351928,19,164.2,163.50967741935474,-0.5,2895.566078360693,9.875486134005378,50,60,70,80,90,100,110,120,9.899999999999636,9.875486134005314,33.052685598897575,32.889201567152064,0.0999999999994543,0.09911865060439595
373,373,373,   true,2913.3,3093.6,   263,227,78,9.8,0.09852216748768472,0.0988142292490116,51.360279999999996,-2.3517919999999997,19,164.2,163.56129032258053,-0.5,2905.618388754778,10.052310394085032,50,60,70,80,90,100,110,120,10.100000000000364,10.052310394084998,34.40163715890248,34.07753274864265,0.2000000000007276,0.17682426007968388
374,374,374,   true,2923.4,3103.7,   274,213,79,9.9,0.09775171065493674,0.09813542688910733,51.360314,-2.351657,19,164.2,163.61290322580632,0.0,2915.7254854777193,10.10709672294124,50,60,70,80,90,100,110,120,10.099999999999909,10.10709672294115,34.40163715889938,34.44999847755844,-4.547473508864641e-13,0.05478632885615298
375,375,375,   true,2933.7,3114.0,   262,239,81,10.0,0.09680542110358163,0.0970873786407767,51.360351,-2.351521,19,164.2,163.6645161290321,0.0,2926.0256465772504,10.300161099530918,50,60,70,80,90,100,110,120,10.299999999999727,10.300161099531124,35.77756775009811,35.77868693349106,0.1999999999998181,0.1930643765899731
376,376,376,   true,2944.3,3124.6,   219,264,82,10.2,0.09615384615384616,0.09652509652509618,51.360393,-2.351385,19,164.2,163.7161290322579,-0.5,2936.560211970226,10.53456539297596,50,60,70,80,90,100,110,120,10.600000000000364,10.534565392975765,37.892049320402606,37.42567225707446,0.30000000000063665,0.23440429344464064
377,377,377,   true,2954.9,3135.1,   195,244,82,10.3,0.0956022944550666,0.09606147934678202,51.360437,-2.351249,19,164.2,163.76774193548368,-0.5,2947.1952278240033,10.635015853777263,50,60,70,80,90,100,110,120,10.599999999999909,10.635015853777077,37.89204932039935,38.142806671214416,-4.547473508864641e-13,0.10045046080131215
378,378,378,   true,2965.6,3145.8,   173,120,81,10.5,0.0953288846520499,0.0958772770853306,51.360479999999995,-2.3511130000000002,19,164.0,163.81290322580628,-0.5,2957.7795415820965,10.584313758093124,50,60,70,80,90,100,110,120,10.699999999999818,10.58431375809323,38.61036602609869,37.77998440394261,0.09999999999990905,-0.05070209568384598
379,379,379,   true,2976.1,3156.2,   204,223,81,10.5,0.09505703422053248,0.0956022944550666,51.360524,-2.350978,19,164.0,163.85806451612885,-0.5,2968.352941264329,10.573399682232116,50,60,70,80,90,100,110,120,10.5,10.57339968223232,37.18047737250001,37.70211047935178,-0.1999999999998181,-0.010914075860910089
380,380,380,   true,2986.8,3166.9,   183,264,81,10.6,0.09496676163342813,0.09560229445506703,51.360566,-2.350841,19,164.0,163.9032258064514,-0.5,2978.9497557043755,10.59681444004675,50,60,70,80,90,100,110,120,10.700000000000273,10.596814440046728,38.61036602610197,37.86927776245731,0.20000000000027285,0.023414757814407494
381,381,381,   true,2997.3,3177.3,   181,223,80,10.6,0.0951474785918174,0.09578544061302674,51.360608,-2.350706,19,164.0,163.94838709677396,-0.5,2989.4220903596206,10.472334655245051,50,60,70,80,90,100,110,120,10.5,10.47233465524505,37.18047737250001,36.98480963238549,-0.20000000000027285,-0.12447978480167876
382,382,382,   true,3007.8,3187.7,   146,100,80,10.6,0.09532888465204947,0.0958772770853306,51.36065,-2.350571,19,163.8,163.98064516129008,-1.0,2999.8944173218647,10.472326962244253,50,60,70,80,90,100,110,120,10.5,10.472326962244097,37.18047737250001,36.984755294154226,0.0,-7.693000952713192e-06
383,383,383,   true,3018.2,3197.9,   175,224,79,10.5,0.09541984732824413,0.09596928982725544,51.360693,-2.350437,19,163.8,164.01290322580627,-1.0,3010.354993025095,10.460575703230425,50,60,70,80,90,100,110,120,10.399999999999636,10.460575703230461,36.47565018239745,36.90179883317761,-0.1000000000003638,-0.011751259013635718
384,384,384,   true,3028.6,3208.3,   213,94,80,10.5,0.09532888465204947,0.0958772770853306,51.360738,-2.3503060000000002,19,163.6,164.0322580645159,-0.5,3020.736085412975,10.381092387880194,50,60,70,80,90,100,110,120,10.400000000000091,10.381092387880017,36.47565018240064,36.34314238930378,4.547473508864641e-13,-0.07948331535044417
385,385,385,   true,3039.0,3218.6,   223,231,79,10.4,0.0953288846520499,0.09587727708533103,51.360783000000005,-2.350176,19,163.6,164.05161290322565,-0.5,3031.0563904658607,10.320305052885612,50,60,70,80,90,100,110,120,10.400000000000091,10.320305052885487,36.47565018240064,35.91876803539777,0.0,-0.060787334994529374
386,386,386,   true,3049.4,3229.0,   202,231,80,10.4,0.0951474785918174,0.09560229445506703,51.360825,-2.350043,19,163.6,164.0709677419353,0.0,3041.404580372169,10.348189906308754,50,60,70,80,90,100,110,120,10.400000000000091,10.348189906308562,36.47565018240064,36.11313103039634,0.0,0.027884853423074674
387,387,387,   true,3059.8,3239.4,   186,231,80,10.4,0.09505703422053248,0.09551098376313252,51.360867999999996,-2.349909,19,163.6,164.08387096774175,-0.5,3051.8651244587463,10.460544086577224,50,60,70,80,90,100,110,120,10.400000000000091,10.460544086577102,36.47565018240064,36.901575765221885,0.0,0.1123541802685395
388,388,388,   true,3070.4,3250.0,   177,258,81,10.4,0.0947867298578199,0.09505703422053248,51.36091,-2.349773,19,163.6,164.09032258064502,-0.5,3062.399594313438,10.534469854691489,50,60,70,80,90,100,110,120,10.599999999999909,10.534469854691451,37.89204932039935,37.42499343110114,0.1999999999998181,0.07392576811434992
389,389,389,   true,3081.0,3260.5,   161,107,81,10.5,0.094161958568738,0.09451795841209852,51.360953,-2.349637,19,163.4,164.08387096774175,-0.5,3072.983821075419,10.584226761981602,50,60,70,80,90,100,110,120,10.599999999999909,10.584226761981427,37.89204932039935,37.77936335314707,0.0,0.04975690728997506
390,390,390,   true,3091.7,3271.2,   191,257,82,10.5,0.09354536950420947,0.09389671361502347,51.360997,-2.3495,19,163.4,164.0709677419353,-0.5,3083.6804298373704,10.696608761950989,50,60,70,80,90,100,110,120,10.699999999999818,10.696608761951211,38.61036602609869,38.58589570967193,0.09999999999990905,0.11238199996978437
391,391,391,   true,3102.4,3281.9,   192,250,82,10.6,0.09293680297397776,0.09345794392523367,51.361042,-2.349365,19,163.4,164.0451612903224,0.0,3094.3056460354724,10.625216198101741,50,60,70,80,90,100,110,120,10.700000000000273,10.625216198101953,38.61036602610197,38.07254553311844,4.547473508864641e-13,-0.0713925638492583
392,392,392,   true,3113.0,3292.4,   146,237,83,10.6,0.09233610341643607,0.09302325581395347,51.361089,-2.3492330000000003,19,163.4,164.01935483870952,-0.5,3104.855939541562,10.550293506089456,50,60,70,80,90,100,110,120,10.599999999999909,10.550293506089474,37.89204932039935,37.53750878777472,-0.1000000000003638,-0.07492269201247836
393,393,393,   true,3123.7,3303.1,   171,257,83,10.7,0.09191176470588258,0.09293680297397776,51.361135,-2.3490990000000003,19,163.4,163.9870967741934,-0.5,3115.4730601630818,10.61712062151973,50,60,70,80,90,100,110,120,10.699999999999818,10.617120621519916,38.61036602609869,38.01455108238341,0.09999999999990905,0.06682711543044206
394,394,394,   true,3134.8,3314.1,   171,168,85,10.8,0.09149130832570893,0.09285051067780888,51.361183000000004,-2.348959,19,163.2,163.948387096774,-0.5,3126.5623688243004,11.089308661218423,50,60,70,80,90,100,110,120,11.100000000000364,11.089308661218638,41.55108042690273,41.47107633017605,0.4000000000005457,0.4721880396987217
395,395,395,   true,3145.9,3325.1,   151,277,85,10.8,0.09115770282588856,0.09293680297397736,51.361228999999994,-2.348817,19,163.2,163.9096774193547,-0.9,3137.6694360266365,11.107067202336006,50,60,70,80,90,100,110,120,11.099999999999909,11.107067202336111,41.551080426899325,41.604007160933605,-4.547473508864641e-13,0.017758541117473214
396,396,396,   true,3157.0,3336.0,   151,277,85,10.9,0.09066183136899388,0.09293680297397776,51.361275,-2.348675,19,163.2,163.87096774193532,-0.9,3148.776494440272,11.107058413635327,50,60,70,80,90,100,110,120,11.099999999999909,11.107058413635514,41.551080426899325,41.60394132086777,0.0,-8.78870059750625e-06
397,397,397,   true,3168.1,3346.9,   171,140,85,11.0,0.09017132551848506,0.09293680297397776,51.36132,-2.348533,19,163.0,163.8193548387095,-1.4,3159.832777771879,11.056283331606945,50,60,70,80,90,100,110,120,11.099999999999909,11.05628333160712,41.551080426899325,41.22443218056641,0.0,-0.050775082028394536
398,398,398,   true,3179.2,3357.6,   196,140,85,11.1,0.08982035928143689,0.09285051067780847,51.361367,-2.348392,19,162.8,163.76774193548368,-1.8,3170.9301647093134,11.0973869374344,50,60,70,80,90,100,110,120,11.099999999999909,11.097386937434294,41.551080426899325,41.53151956331734,0.0,0.04110360582717476
399,399,399,   true,3190.3,3368.2,   176,140,85,11.1,0.08973080757726844,0.09293680297397776,51.361412,-2.348251,19,162.6,163.70967741935468,-2.2,3181.9245619631497,10.9943972538362,50,60,70,80,90,100,110,120,11.100000000000364,10.994397253836269,41.55108042690273,40.764227193677044,4.547473508864641e-13,-0.1029896835980253
400,400,400,   true,3201.4,3378.8,   174,140,85,11.1,0.08964143426294813,0.09302325581395347,51.361459,-2.348109,19,162.4,163.6451612903224,-2.2,3193.0832289409855,11.158666977835768,50,60,70,80,90,100,110,120,11.099999999999909,11.158666977835765,41.551080426899325,41.99146209464821,-4.547473508864641e-13,0.1642697239994959
401,401,401,   true,3212.7,3389.5,   154,31,86,11.1,0.08955223880597016,0.09267840593141788,51.361508,-2.3479669999999997,19,162.0,163.56774193548372,-2.7,3204.3477570194154,11.264528078429752,50,60,70,80,90,100,110,120,11.299999999999727,11.264528078429976,43.06190617409793,42.79197854885975,0.1999999999998181,0.10586110059421117
402,402,402,   true,3223.9,3400.0,   133,140,86,11.2,0.08928571428571412,0.09276437847866442,51.361556,-2.347827,19,161.8,163.4838709677418,-2.7,3215.436996292129,11.089239272713868,50,60,70,80,90,100,110,120,11.200000000000273,11.089239272713712,42.303120921602066,41.47055734255127,-0.0999999999994543,-0.1752888057162636
403,403,403,   true,3235.1,3410.8,   144,10,86,11.2,0.08937437934458765,0.0925069380203516,51.361605,-2.347685,19,161.4,163.39354838709664,-1.8,3226.70150609558,11.264509803450924,50,60,70,80,90,100,110,120,11.199999999999818,11.264509803450892,42.30312092159863,42.791839702052656,-4.547473508864641e-13,0.1752705307371798
404,404,404,   true,3246.3,3421.7,   152,147,86,11.2,0.08919722497522331,0.0919117647058822,51.361653000000004,-2.347545,19,161.2,163.29677419354823,-1.8,3237.790727324395,11.089221228814937,50,60,70,80,90,100,110,120,11.200000000000273,11.08922122881495,42.303120921602066,41.470422384704094,4.547473508864641e-13,-0.1752885746359425
405,405,405,   true,3257.5,3432.6,   179,284,86,11.2,0.08893280632411084,0.09149130832570927,51.361703000000006,-2.3474049999999997,19,161.2,163.19999999999987,-1.3,3248.9886749212124,11.197947596817466,50,60,70,80,90,100,110,120,11.199999999999818,11.197947596817357,42.30312092159863,42.28761822430715,-4.547473508864641e-13,0.10872636800240798
406,406,406,   true,3268.9,3443.9,   146,175,86,11.2,0.0888450148075023,0.09107468123861552,51.361755,-2.347264,19,161.0,163.09677419354827,-0.9,3260.3584030549946,11.369728133782196,50,60,70,80,90,100,110,120,11.400000000000091,11.369728133782246,43.82743618440071,43.59498412183831,0.20000000000027285,0.1717805369648886
407,407,407,   true,3279.9,3454.7,   127,105,87,11.2,0.08866995073891625,0.09074410163339397,51.361802000000004,-2.347125,19,160.8,162.98709677419345,-1.3,3271.3334049583914,10.975001903396608,50,60,70,80,90,100,110,120,11.0,10.975001903396787,40.80578469,40.62052871383296,-0.40000000000009095,-0.3947262303854586
408,408,408,   true,3291.2,3465.7,   128,312,87,11.2,0.08875739644970408,0.09066183136899388,51.361851,-2.3469830000000003,19,160.8,162.87741935483862,-1.3,3282.5978684149554,11.264463456564217,50,60,70,80,90,100,110,120,11.299999999999727,11.264463456564044,43.06190617409793,42.79148757586034,0.29999999999972715,0.2894615531672571
