,Unnamed: 0,time,distance,gap_distance,watts,watts_calc,cadence,velocity_smooth,pace,gap,lat,lng,temp,altitude,altitude_smooth,grade_smooth,distance_calc(m),gps_delta(m),weight_bike_rider_50,weight_bike_rider_60,weight_bike_rider_70,weight_bike_rider_80,weight_bike_rider_90,weight_bike_rider_100,weight_bike_rider_110,weight_bike_rider_120,speed_from_sensor(m/s),speed_from_gps(m/s),wind_resistance_sensor(N),wind_resistance_gps(N),accel_sensor(m2/s),accel_gps(m2/s)
15,23.5,23.5,109.74583333333332,135.51458333333332,342.5833333333333,249.64583333333334,61.520833333333336,4.312500000000001,0.2190304356161615,0.17455009191215,51.36522102083333,-2.374032125,19.0,128.63750000000005,127.42483567742234,6.535416666666667,105.49164142095852,4.391842699191738,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.4,4.391842699191737,6.7127202004500015,6.686505702415581,0.08333333333333331,0.08255322838794871
16,25.0,25.0,116.43921568627448,144.36862745098037,344.05882352941177,259.3333333333333,61.490196078431374,4.29607843137255,0.2193248265412536,0.17393245026999574,51.365196647058816,-2.374119784313725,19.0,129.121568627451,127.65922868623625,6.790196078431374,112.16978334148865,4.379786822351265,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.3882352941176475,4.379786822351265,6.668713962058826,6.641978586805413,0.08823529411764704,0.08845597195638907
17,26.5,26.5,123.14259259259258,153.28703703703704,346.5925925925926,260.22222222222223,61.48148148148148,4.298148148148148,0.2192714647506916,0.17295765632350704,51.36517194444444,-2.374207388888889,19.0,129.62222222222223,127.92388741760247,6.8500000000000005,118.85876868527684,4.393472148353205,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.401851851851852,4.393472148353205,6.7007295199166705,6.674191095628892,0.08888888888888909,0.08835196631512778
18,28.0,28.0,129.89649122807018,162.25438596491227,346.9298245614035,260.7894736842105,61.59649122807018,4.319298245614036,0.21897677169004293,0.17170390125724636,51.365146631578945,-2.374295350877193,19.0,130.12280701754386,128.21733684421798,6.9035087719298245,125.59887014707648,4.416075841204164,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.424561403508772,4.416075841204163,6.762743820800004,6.735803164056377,0.08421052631578965,0.0837789612862004
19,29.5,29.5,136.70833333333334,171.36666666666667,347.6,268.5,61.71666666666667,4.348333333333333,0.21842801958131297,0.1704716473708546,51.36512073333334,-2.3743838,19.0,130.64333333333335,128.53783200917556,7.046666666666667,132.3969505433152,4.439475337068424,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.448333333333334,4.439475337068424,6.829573129335003,6.801390492565918,0.08166666666666628,0.07972309213219735
20,31.0,31.0,143.5920634920635,180.64761904761906,347.93650793650795,273.55555555555554,61.857142857142854,4.377777777777777,0.2177417865781343,0.1692665231259417,51.365093920634926,-2.3744726031746035,19.0,131.1809523809524,128.88334231288607,7.17936507936508,139.26511537134903,4.47255671365617,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.480952380952381,4.47255671365617,6.9275621483095255,6.900931907574845,0.0809523809523804,0.08079349798084955
21,32.5,32.5,150.54090909090908,190.06818181818184,348.92424242424244,277.59090909090907,61.96969696969697,4.410606060606061,0.21702864919692333,0.16816024243781436,51.36506577272727,-2.3745612424242424,19.0,131.73939393939395,129.252281298664,7.248484848484849,146.20001310452017,4.4971091286863905,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.504545454545455,4.4971091286863905,6.996000028050002,6.972475077243658,0.07424242424242389,0.07546778430275762
22,34.0,34.0,157.53043478260864,199.52608695652177,347.8840579710145,279.5507246376812,62.130434782608695,4.436231884057971,0.2163522555229937,0.16722837715962946,51.36503607246377,-2.37464884057971,19.0,132.29855072463772,129.64215406127465,7.271014492753625,153.17599734017412,4.5161980857761534,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.524637681159421,4.5161980857761534,7.05355040710435,7.026611942971664,0.07246376811594202,0.07237145304458015
23,35.5,35.5,164.54999999999995,209.02083333333334,346.3333333333333,280.9583333333333,62.30555555555556,4.455555555555555,0.2156460249091936,0.16651453559037907,51.36500430555555,-2.374734111111111,19.0,132.86111111111114,130.05079190728785,7.3097222222222245,160.1839860049326,4.5300981408523775,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.5375000000000005,4.5300981408523775,7.087944191670836,7.064391032352302,0.06666666666666682,0.06630366807490082
24,37.0,37.0,171.59999999999994,218.55200000000002,344.74666666666667,282.74666666666667,62.46666666666667,4.473333333333332,0.21496986398948256,0.1658784368943384,51.36497033333333,-2.3748163333333334,19.0,133.4266666666667,130.4758570051899,7.341333333333337,167.22103057343364,4.548427724454677,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.556000000000001,4.548427724454677,7.141664314004003,7.117523876726594,0.06666666666666665,0.06682974618952887
25,38.5,38.5,178.67564102564097,228.10000000000005,343.8974358974359,282.43589743589746,62.64102564102564,4.491025641025639,0.21422866129635537,0.16534076420787472,51.364934217948715,-2.3748951666666667,19.0,133.99230769230772,130.91628103269915,7.352564102564106,174.28444922131567,4.562874357963349,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.570512820512821,4.562874357963349,7.182864407611541,7.158505417658842,0.06538461538461567,0.06545115285650399
26,40.0,40.0,185.8012345679012,237.7012345679013,343.9382716049383,286.14814814814815,62.641975308641975,4.512345679012344,0.21343527054506853,0.1648092946778825,51.364895851851855,-2.374970604938272,19.0,134.56296296296296,131.37075568979154,7.360493827160497,181.39809171958242,4.58946548948345,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.597530864197531,4.58946548948345,7.268017775496297,7.2419396776852825,0.06790123456790122,0.06746504514900575
27,41.5,41.5,192.98333333333326,247.3154761904763,343.9047619047619,283.7738095238095,62.714285714285715,4.540476190476189,0.21259053677420023,0.16427879611435245,51.364855369047625,-2.3750429642857145,19.0,135.12857142857143,131.83693069779818,7.289285714285719,188.56722401508105,4.6097366585021415,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.617857142857143,4.6097366585021415,7.330066275989286,7.303719979735214,0.06071428571428598,0.0602785636304495
28,43.0,43.0,200.2252873563218,256.93793103448286,344.4367816091954,284.17241379310343,62.827586206896555,4.567816091954022,0.21171702686612479,0.16371010294120275,51.36481289655173,-2.37511275862069,19.0,135.6850574712644,132.3126316414781,7.237931034482763,195.79992969728448,4.642760427319995,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.649425287356323,4.642760427319995,7.433459592141381,7.412350284458071,0.06436781609195427,0.06483044666496642
29,44.5,44.5,207.5322222222222,266.5966666666668,345.72222222222223,283.9888888888889,62.93333333333333,4.597777777777776,0.21082271951381348,0.1630951161473005,51.36476850000001,-2.375179877777778,19.0,136.2377777777778,132.79654750432488,7.2100000000000035,203.0968207232956,4.667680082019128,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.6755555555555555,4.667680082019128,7.517557160373333,7.491898825007883,0.0611111111111111,0.05988966869041152
30,46.0,46.0,214.8967741935484,276.31182795698936,346.86021505376345,285.26881720430106,63.043010752688176,4.625806451612902,0.20988637002172766,0.1623629042064069,51.364722344086026,-2.3752444408602154,19.0,136.79139784946238,133.28670396707122,7.224731182795702,210.45164933894955,4.692783727319986,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.7,4.692783727319986,7.596301603319356,7.573073248733076,0.05698924731182807,0.05661740936858266
31,47.5,47.5,222.30937499999996,286.1145833333334,346.8854166666667,288.1770833333333,63.135416666666664,4.649999999999998,0.2089152035800066,0.16155344212599157,51.36467459374999,-2.3753065208333335,19.0,137.35208333333335,133.78184393046584,7.277083333333336,217.85650403577938,4.717667254226625,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.723958333333334,4.717667254226625,7.6738833158968776,7.653953459948763,0.05729166666666666,0.05694061892522187
32,49.0,49.0,229.77070707070706,295.9949494949496,346.4141414141414,291.19191919191917,63.23232323232323,4.673737373737371,0.20796544605145914,0.16069581481250433,51.36462538383837,-2.375366373737374,19.0,137.92121212121216,134.28170985241655,7.288888888888891,225.30849983235464,4.743720539587366,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.74949494949495,4.743720539587366,7.758651593733337,7.741109080305267,0.05959595959595993,0.060710697146927214
33,50.5,50.5,237.3098039215686,305.9627450980393,346.1078431372549,292.5686274509804,63.34313725490196,4.7039215686274485,0.20701729201499228,0.15990106940720117,51.36457452941175,-2.375424352941177,19.0,138.49411764705886,134.7863274943284,7.283333333333335,232.83977736179486,4.776820358248019,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.783333333333334,4.776820358248019,7.875728045414707,7.855126205924512,0.05784313725490173,0.05708182220302557
34,52.0,52.0,244.91999999999996,316.0209523809525,345.54285714285714,295.26666666666665,63.476190476190474,4.738095238095235,0.20597922052378048,0.15921095727946516,51.364522190476166,-2.3754806285714287,19.0,139.072380952381,135.29547389771622,7.296190476190478,240.4415309216478,4.80757844422525,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.814285714285715,4.80757844422525,7.982420856300001,7.960847768346059,0.057142857142857134,0.056482893003260946
35,53.5,53.5,252.58333333333326,326.13518518518526,343.77777777777777,295.9259259259259,63.611111111111114,4.766666666666664,0.2048473630066555,0.15854945446836022,51.364468638888866,-2.3755355833333334,18.99074074074074,139.65370370370374,135.8091300887295,7.279629629629632,248.09660249211677,4.829022462562465,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.8351851851851855,4.829022462562465,8.051055012061111,8.031453416395088,0.050925925925925916,0.05113696259850594
36,55.0,55.0,260.30450450450445,336.26396396396404,342.9189189189189,294.963963963964,63.747747747747745,4.792792792792791,0.20351908240223576,0.15788303495850725,51.364413990990975,-2.3755898558558557,18.963963963963963,140.23063063063066,136.32687228627324,7.201801801801805,255.8094040802414,4.860548103137893,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.866666666666667,4.860548103137893,8.16164304667027,8.142056828097589,0.05495495495495413,0.05476053581421863
37,56.5,56.5,268.12719298245605,346.442105263158,341.79824561403507,295.7894736842105,63.824561403508774,4.829824561403507,0.2020035191207018,0.15716056180945415,51.364357894736834,-2.375643605263158,18.93859649122807,140.79824561403512,136.84718945587613,7.122807017543862,263.6237765623119,4.90752512615548,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.914035087719299,4.90752512615548,8.34137213325263,8.319785631897949,0.05964912280701714,0.059087122595823716
38,58.0,58.0,276.09401709401703,356.6991452991454,342.3247863247863,294.8974358974359,64.00854700854701,4.882051282051281,0.20022678249364328,0.15630061617279256,51.364299982905976,-2.375696863247863,18.914529914529915,141.35555555555558,137.3697732387831,7.00769230769231,271.5825877094502,4.971507218353267,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,4.977777777777779,4.971507218353267,8.601929742605128,8.581122033007905,0.06666666666666628,0.06645715246333807
39,59.5,59.5,284.2708333333332,367.0833333333334,342.10833333333335,293.65,64.425,4.954166666666665,0.1982839101024284,0.15528382413151715,51.364239783333325,-2.3757502416666667,18.891666666666666,141.89833333333337,137.89359342394255,6.872500000000003,279.7514606371176,5.05695885518192,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.063333333333334,5.05695885518192,8.981993962260002,8.960169270510171,0.07166666666666685,0.07100470368509283
40,61.0,61.0,292.68455284552834,377.6113821138212,341.5121951219512,291.6910569105691,64.91869918699187,5.040650406504064,0.196252381838877,0.15417944446200554,51.36417711382112,-2.375803943089431,18.869918699186993,142.42113821138216,138.41693352663685,6.731707317073174,288.1565250817913,5.14955885345372,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.15609756097561,5.14955885345372,9.410088675014633,9.386787500099041,0.07479674796747912,0.07421471747863499
41,62.5,62.5,301.34761904761893,388.30714285714294,337.06349206349205,290.64285714285717,65.07936507936508,5.134126984126982,0.19425912950000723,0.15304888202736608,51.364111880952365,-2.375858047619048,18.849206349206348,142.92698412698414,138.93783091066726,6.607142857142862,296.8115847636623,5.24314672449549,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.24920634920635,5.24314672449549,9.8462222617,9.825483996324131,0.07063492063492045,0.07077289366066268
42,64.0,64.0,310.22790697674407,399.17906976744194,333.9922480620155,292.90697674418607,65.4108527131783,5.223255813953486,0.1923561422154832,0.15196686366616424,51.36404439534882,-2.375912449612403,18.829457364341085,143.4248062015504,139.45435547313488,6.5325581395348875,305.6835880918054,5.326937582409436,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.333333333333334,5.326937582409436,10.233836695423257,10.210728430714378,0.06899224806201533,0.06862865920770797
43,65.5,65.5,319.3090909090908,410.20606060606076,331.0378787878788,291.75,65.8030303030303,5.306818181818179,0.19057859746736455,0.150985973747993,51.36397482575756,-2.375967106060606,18.810606060606062,143.91818181818186,139.96577896800252,6.4181818181818215,314.75575819201623,5.406539426782222,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.412878787878789,5.406539426782222,10.599310237725001,10.576190649881218,0.06666666666666718,0.06649422454452833
44,67.0,67.0,328.56814814814805,421.3274074074075,326.7925925925926,288.31111111111113,66.14814814814815,5.383703703703701,0.18895969755327788,0.15021304152186968,51.36390345185184,-2.3760222740740735,18.79259259259259,144.39111111111117,140.47033871853435,6.2755555555555596,324.0062116597294,5.4793158961469,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.485185185185186,5.4793158961469,10.926682500091113,10.905989964875806,0.06370370370370387,0.06442804606773886
45,68.5,68.5,337.9833333333333,432.5239130434784,319.68840579710144,284.65942028985506,64.71014492753623,5.453623188405794,0.18767213255978996,0.14979841781536923,51.36383048550723,-2.376077891304347,18.77536231884058,144.84347826086963,140.96563056032406,6.139130434782612,333.41282985528727,5.543321699756881,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.549275362318841,5.543321699756881,11.211009340013044,11.189373599704195,0.05869565217391321,0.05928525519000413
46,70.0,70.0,347.4936170212766,443.7283687943264,312.88652482269504,279.70212765957444,63.333333333333336,5.509219858156026,0.18720053578026372,0.150272174868472,51.363756496453895,-2.3761338652482262,18.75886524822695,145.27375886524828,141.44968371930136,5.96666666666667,342.9156367794899,5.581351624836154,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.587234042553192,5.581351624836154,11.360085541668086,11.338721324583389,0.047517730496453414,0.04722967353237639
47,71.5,71.5,356.97083333333336,454.807638888889,306.36805555555554,273.875,62.013888888888886,5.530555555555554,0.18784888223683197,0.15178848302500464,51.363682548611095,-2.376189368055555,18.743055555555557,145.67500000000007,141.92055724396647,5.7798611111111144,352.3845994889754,5.566713326214732,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.572916666666668,5.566713326214732,11.297305379914585,11.274858994979642,0.026388888888889364,0.026525060092452354
48,73.0,73.0,366.23333333333335,465.5925170068028,300.1156462585034,268.2857142857143,60.74829931972789,5.4959183673469365,0.1893793094189131,0.1541024518047515,51.36361015646257,-2.3762434013605436,18.727891156462587,146.05442176870756,142.37668807045563,5.4829931972789145,361.63910556717883,5.490788750879849,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.496598639455783,5.490788750879849,11.093199507342858,11.071414570965656,0.006802721088435374,0.006953756507968768
49,74.5,74.5,375.1706666666667,475.9900000000001,294.11333333333334,262.92,59.53333333333333,5.41333333333333,0.1912196389500796,0.15668185777455793,51.36354025333332,-2.3762953799999997,18.713333333333335,146.41200000000006,142.81711129829384,4.99266666666667,370.5700974764182,5.390475537005219,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.395333333333334,5.390475537005219,10.872841846438,10.851639117236992,0.001999999999999697,0.0026218478268348615
50,76.0,76.0,383.778431372549,486.0013071895427,288.34640522875816,257.7647058823529,58.36601307189542,5.315686274509801,0.1929253515451203,0.1592208945770358,51.36347289542483,-2.3763453267973857,18.69934640522876,146.74117647058833,143.2408533706655,4.526143790849677,379.1745561556411,5.293479657922431,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.298039215686275,5.293479657922431,10.660993412278431,10.640202402002968,0.003921568627451129,0.0034272522804075396
51,77.5,77.5,392.0826923076923,495.6544871794874,282.80128205128204,252.80769230769232,57.243589743589745,5.221794871794868,0.19466460439367567,0.16159565702524656,51.36340788461538,-2.376393448717949,18.685897435897434,147.0461538461539,143.64709833272673,4.18141025641026,387.4765771068935,5.200440993723981,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.20448717948718,5.200440993723981,10.45720652356346,10.436971680706737,0.0025641025641024184,0.0023162451740662304
52,79.0,79.0,400.1345911949685,504.99937106918264,278.7358490566038,248.72955974842768,56.672955974842765,5.13899371069182,0.19586246782161376,0.16348581512011018,51.363344792452814,-2.3764398805031446,18.67295597484277,147.33459119496865,144.0354164205856,4.035220125786166,395.5259828718454,5.135529128565955,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.139622641509434,5.135529128565955,10.284440629328301,10.264361515269412,0.017610062893081476,0.017488931710990068
53,80.5,80.5,408.06851851851854,514.1746913580249,278.5925925925926,245.45679012345678,56.592592592592595,5.09012345679012,0.1961190287727431,0.16438174164762176,51.36328261728393,-2.3764835617283957,18.660493827160494,147.60987654321,144.40497163223148,3.9388888888888918,403.46079694555596,5.11462022928426,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.117283950617285,5.11462022928426,10.193993631474074,10.17743969647012,0.02962962962963005,0.02964982810762374
54,82.0,82.0,416.0242424242425,523.3236363636366,278.41818181818184,242.78787878787878,56.69090909090909,5.086060606060603,0.19545400589311124,0.16432252561847746,51.36322096969695,-2.3765221575757582,18.64848484848485,147.87151515151527,144.7556143767481,3.858181818181821,411.4176136360267,5.14097690060912,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.143636363636364,5.14097690060912,10.276374300059999,10.26004951591859,0.045454545454545456,0.04553132219261553
55,83.5,83.5,424.1220238095239,532.5714285714288,277.54761904761904,241.51785714285714,56.93452380952381,5.123809523809521,0.19412037245187824,0.16359664348097752,51.36315926190474,-2.3765544523809528,18.636904761904763,148.12380952380963,145.08820421218635,3.7863095238095266,419.5146451275682,5.200670671399142,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.203571428571429,5.200670671399142,10.528807810007143,10.511596423335956,0.05357142857142857,0.05417583419559792
56,85.0,85.0,432.43625730994165,541.992397660819,275.8070175438597,240.51461988304092,57.12865497076023,5.191228070175436,0.1925474455613637,0.1625836329750762,51.363097152046755,-2.376579725146199,18.625730994152047,148.36491228070184,145.40357810546433,3.7081871345029267,427.82636092751926,5.28281920609264,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.28654970760234,5.28281920609264,10.928045914094739,10.90543850411566,0.05906432748538025,0.059308649339627345
57,86.5,86.5,440.99597701149446,551.6109195402303,273.4597701149425,239.13793103448276,57.52298850574713,5.275287356321836,0.1908861583879625,0.16146870556533852,51.36303445402296,-2.376597827586207,18.614942528735632,148.59310344827594,145.70281192752438,3.6195402298850605,436.383862995018,5.372388785199125,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.376436781609196,5.372388785199125,11.381022909470692,11.355972551162557,0.062068965517241774,0.06167411177189455
58,88.0,88.0,449.81355932203405,561.4384180790963,268.82485875706215,237.8418079096045,56.548022598870055,5.365536723163839,0.1892518020014619,0.16036377856748263,51.36297105084742,-2.37660888700565,18.6045197740113,148.8045197740114,145.98661701058253,3.5372881355932235,445.197501827068,5.463660786470693,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.468361581920904,5.463660786470693,11.854864482906784,11.825027911809372,0.06101694915254212,0.0603499545907898
59,89.5,89.5,458.86666666666684,571.4594444444448,265.65555555555557,236.14444444444445,56.43333333333333,5.453888888888887,0.18766746989755687,0.1592895245429006,51.36290697222219,-2.376613416666667,18.594444444444445,149.00333333333342,146.25562142241336,3.4627777777777813,454.2457444917607,5.547518776014072,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.552222222222222,5.547518776014072,12.276958031066668,12.24712636394417,0.058333333333333334,0.05846747093019202
60,91.0,91.0,468.1404371584701,581.6622950819675,263.120218579235,235.55191256830602,56.79234972677595,5.537158469945353,0.18612314308886552,0.1582445440332444,51.36284221311472,-2.376611836065574,18.584699453551913,149.19125683060116,146.51076459317227,3.3912568306010966,463.5140908693513,5.629621532050358,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,5.634426229508198,5.629621532050358,12.693026045700002,12.662405499194753,0.058469945355191504,0.05833001613706767
